cybervalconspub1zcjduepq2htxwe3044gw5npmu6ja040wryh6yse7qmx6u875n6gn78ycc55qf8052a,981666.0,cybervaloper1s6v5ragv9gg3sq7j3aeqtyy82uaxv3y0swruwu
cybervalconspub1zcjduepq3zey0elrpzez6thuqeu3jqyc6u338lcsvnq6eygwhh6z8mz2g9gsswurtg,538069.0,cybervaloper1ldjugf3uj2gwkmmsf5japfknf96zv6hw6l044w
cybervalconspub1zcjduepq7n5yjq43lhwrmk8gd2h43t5x9e8d73h5letztyt23jd8fdepw6usrl0hj5,21326.0,cybervaloper1my32szlwazg9x56xqvsvtp0hqvpzm0r4cgh7yz
cybervalconspub1zcjduepq85q9stduqeaqq0rm8tau3aetmg3xslwa4z6nz909p590t9jgzmwqfj264r,25845.0,cybervaloper1l4krahjfp87exsmumzpnrfeaer2gsghpchkzcp
cybervalconspub1zcjduepq9dw0g223l2dj9vgfeqncymsgyr72wtacq8g2q955mq2uky0azvss20ykql,224660.0,cybervaloper14h099ukgvp4fm9qs0xnmljzhevrmneq6lre5jh
cybervalconspub1zcjduepqd2xfqjcqswfj7ujk3qakh5dxw586rad4kppatw82ulj6a6s2g0qskmfxjq,387841.0,cybervaloper1y6huw3naar38u4rtgqmlh9smfu93gszs0u2kh6
cybervalconspub1zcjduepqdpl8k90zm54tnn64sk7vnfa8zgsxwgcvmqcygjk2e4j67jljtdzq903egf,1140693.0,cybervaloper1dt9lwmuq8rkngm5gajxchqhpcnavgp7mfudwn7
cybervalconspub1zcjduepqgye577wl2c0t8hgzu4wpj4anhljrama3nhth26d3tal9mv79z4xqmuj8g5,75217.0,cybervaloper14z6glatrayal5j53632kcefskyge6ujmvfktsh
cybervalconspub1zcjduepqjlc88hpehlfz0he7paknmva055tze0354xcpzyud3txu5gwwcj6setz3m7,946710.0,cybervaloper152kqs8p7d3jy6kn4uk87ve3alkuqjgew0ges4e
cybervalconspub1zcjduepqkma5ceyd0fjx5k48wjq4vz2s84tvw7d5edjsaj506nnp4v5gzjgsmnt65u,54391.0,cybervaloper14n625exc6ftee3t6tez3hj47lv49amjze2420c
cybervalconspub1zcjduepqlwp3mafatjfgdrpf634xczrgfmaxg6jhthya0nvkcu4y63xf3emqjed8lm,1018727.0,cybervaloper177y7sqkxmvl22j632haf8y9gv0j3weds5e4sd5
cybervalconspub1zcjduepqmn3e2ls76zzp4dqje9474r04znfzzfp049az6rrvsk4h0fylzrrqq48tny,1525757.0,cybervaloper1ymprf45c44rp9k0g2r84w2tjhsq7kalvp7zrcs
cybervalconspub1zcjduepqn4w844lfh0pplfq032xcj3eeq6j82wwwzd4lk9dpf06s39drvags298xuz,1151778.0,cybervaloper19vgwu99fdawejnedgsfx8dmxuc0z4emjd8uyvw
cybervalconspub1zcjduepqnrsg46mvarun0p2a5t3xly72fv0ydj83u7mvfdxmld4eunf94umsjflqqp,452694.0,cybervaloper1lljcf37yxh24l3v4kwqsyghwz4ywlg6u835ajz
cybervalconspub1zcjduepqquk0ac7v5ell89r8fmfz3jrjm2q2f3v2nwmlregdnx8mnd7tkd8sx9cy5c,212340.0,cybervaloper1xhk0s2ynz2sq3ak3lr4u5gg0da4vyaxkdtkr8y
cybervalconspub1zcjduepqtdsgn5r7ly75szg7yfp4epkl2rl9hp7yam78ngyg5s7p06gm5cws3k6xkv,505363.0,cybervaloper1dxpm2ne0jflzr2hy9j5has6u2dvfv68cexacel
cybervalconspub1zcjduepqv9nhjqetnkfkp2mscedxzw6ptq3rvxxkchse3n607ehgxsaf8jrq6v35r8,1579821.0,cybervaloper12psudf4rpaw4jwhuyx3y8sejhsynae7ggdsu2p
cybervalconspub1zcjduepqw8kgc7hlrc4gydmgjnjv3mehzldq9ezz5w057qh387qk962wpdxsg48yfx,1546487.0,cybervaloper1ggc9sqvj0uhnzwxu5dyzcr05shwd2vv2v9psyt
cybervalconspub1zcjduepqwzk5hj56ha4666wx572v7mv6s96nrct6l0vktrcupantvqccumxq54nngx,273423.0,cybervaloper1hqeqy4s039q0qcpayqcyaq5hyyvmph9708ysug
cybervalconspub1zcjduepqx4u90lf37a038rg6f2s3llacfd7cwqg9amcumejmg3avpc447tns2du294,31031.0,cybervaloper1fhj7pkuvwflr7z7ngp2v9tj7g58aq2tjv4pzyf
cybervalconspub1zcjduepqz4dnk3702wsrksnfsdv3adz97rzcysu8w7a3et2pyvswpce909hsgyshz6,1518513.0,cybervaloper1hmkqhy8ygl6tnl5g8tc503rwrmmrkjcq4xvhhf
cybervalconspub1zcjduepqz8vm3c5zsmnegr8t2c0ecan3fsflh4cscs64jjd8zap95m4lx3fqvujlcz,1318832.0,cybervaloper18z9vsjffvggluxcxfqwsmrz02v37hx2e4ya023
cybervalconspub1zcjduepqza4qkuereu9uctx9rut5nulrcrkp9crfv9t69xrjww4rupg0pmms0fkhqy,1446068.0,cybervaloper1en69twaxmv7xupy8lq7y539dpecx7yz8vkhvss
cybervalconspub1zcjduepqzs7yju4rr5gjz2vf9jmc37wgruqsxrc7pylhu3lz6mkkqquvluuqcq2hcq,1353408.0,cybervaloper18naxcfp2s397a2ucav2m53f003uylk3qxug869
